MaskPath,LabelName,BoxXMin,BoxXMax,BoxYMin,BoxYMax
80fd13375784df6e_m021mn_20ae00b8.png,Cookie,0.000000,0.310000,0.177945,0.528822
0c805afd8718c328_m01xq0k1_40af92ff.png,Cattle,0.147275,1.000000,0.000000,1.000000
6608f1a3be163634_m01xyhv_c2315bf2.png,Suit,0.000000,0.386667,0.120000,1.000000
511a1b6a754a2851_m0hqkz_01981864.png,Grapefruit,0.257812,0.373437,0.412500,0.566667
3e77c5d2e5f40893_m0ftb8_923540b1.png,Common sunflower,0.520312,1.000000,0.329854,0.974948
9dc12084fdb79ecf_m01z1kdw_166f0024.png,Juice,0.533118,0.988691,0.040404,0.793939
89f69a9d205dfb9d_m02wbtzl_ec069a68.png,Sun hat,0.190000,0.963333,0.126667,0.560000
37a3e408ee465bcc_m09j2d_2a7925d9.png,Clothing,0.329646,0.665929,0.261062,0.752212
3de1a842e4d52305_m04_sv_cffc5646.png,Motorcycle,0.216814,0.683628,0.438053,0.890855
89a5cbe48682ddb0_m06k2mb_f67b206a.png,High heels,0.628159,0.965704,0.299639,0.781588
913cfd1f27bc038c_m01bjv_cfc2ad9e.png,Bus,0.026786,0.934524,0.006579,0.967105
7291eaad37e175ad_m0138tl_a19f8e1e.png,Toy,0.288462,0.718935,0.105727,0.819383
05afbb5fc1ca9f1e_m0hnyx_f3b27985.png,Pastry,0.287500,0.389062,0.481250,0.570833
b51df4e755a889f3_m03k3r_00c67cd9.png,Horse,0.685841,0.778761,0.347345,0.661504
b5e87ceb5488b190_m0hnyx_6dab8490.png,Pastry,0.121875,0.210938,0.412500,0.514583
39fe3da772981d99_m01gkx__31fa9666.png,Swimwear,0.316720,0.429260,0.225152,0.464503
6b986dc7c2a79228_m0cmf2_fa4bf59c.png,Airplane,0.070796,1.000000,0.000000,0.696903
17cce6d5f6cc6601_m09j2d_c0ee7d36.png,Clothing,0.836705,0.904624,0.135440,0.248307
75c41dd7baa9bd1a_m01yrx_de08f3a8.png,Cat,0.000000,1.000000,0.064062,1.000000
48f430c338cc7daa_m024g6_01c8e20f.png,Cocktail,0.465625,0.792188,0.072917,0.720833
a9fb5a9767bb7bd3_m01m2v_4107649d.png,Computer keyboard,0.290625,0.509375,0.366667,0.481250
5b610077cfdc0224_m068zj_0f317418.png,Pig,0.715625,0.839063,0.222917,0.352083
6ed0eff982023357_m04kkgm_1c773f0d.png,Bowl,0.000000,0.148968,0.168142,0.553097
38b2fd3af22562b9_m0c9ph5_d2e542de.png,Flower,0.034296,0.960289,0.064982,0.978339
f43115339d185eb8_m09k_b_49ce32c5.png,Lemon,0.561151,0.892086,0.437500,0.696429
78cb4e75905df922_m0fbw6_581b0dcc.png,Cabbage,0.000000,1.000000,0.000000,1.000000
9ba858b58e25c035_m024g6_5d31f8ec.png,Cocktail,0.411504,0.920354,0.174779,1.000000
db951e5b54750a7a_m09k_b_4eaa026b.png,Lemon,0.540625,0.642187,0.000000,0.197917
bcdb317cbdd7fc49_m083wq_9eede8ac.png,Wheel,0.284375,0.362500,0.624217,0.770355
a9a63f9693aa8df2_m0fm3zh_2f1daafb.png,Flowerpot,0.470833,0.710417,0.292188,0.473437
05b5f2ace53df30e_m01xyhv_51506b3c.png,Suit,0.000000,0.939394,0.547657,1.000000
5db8ceff66ce240e_m03k3r_98f56cea.png,Horse,0.477811,0.834320,0.314978,0.698238
c77c950eb460b8a7_m01bl7v_1672e2e7.png,Boy,0.055901,0.284161,0.250000,0.966387
d9da50185b0e07fc_m06msq_1e635f91.png,Sculpture,0.228283,0.840404,0.067851,1.000000
22b2945b2564a281_m083wq_5a51fc93.png,Wheel,0.443953,0.561947,0.190265,0.325221
666a1a066ee3d9e8_m01z1kdw_b9e6ece0.png,Juice,0.345133,0.550147,0.424779,0.973451
b6be68ea24247fa0_m01n4qj_63154933.png,Shirt,0.007812,1.000000,0.012500,1.000000
86ce994668304880_m01xyhv_3d81a378.png,Suit,0.000000,0.856549,0.444270,1.000000
33772f54068f5378_m01b638_a7eccf93.png,Boot,0.069016,0.477239,0.090909,0.937916
acb5fd2d2bc5c662_m0242l_396be32a.png,Coin,0.572543,0.872075,0.302714,0.693111
677721da5ce76ee5_m01yrx_e0186885.png,Cat,0.063177,1.000000,0.036101,0.906137
72294c60e5c6aa21_m01bfm9_ac71d8e4.png,Shorts,0.269790,0.754443,0.296970,0.725253
efdc483f31a5bfc9_m0cmf2_58673679.png,Airplane,0.046875,1.000000,0.289583,0.743750
7d4fbf0d58acb9a3_m01yrx_7aed49f8.png,Cat,0.220313,0.881250,0.002083,1.000000
61902273ba43650c_m01bl7v_68c319a2.png,Boy,0.000000,0.564897,0.444690,0.710177
4fbd92848a9065ea_m07cmd_98cef086.png,Tank,0.000000,1.000000,0.075388,1.000000
7956f4c0af2fadba_m050k8_17cd5d92.png,Mobile phone,0.000000,0.790257,0.000000,1.000000
9f2e428aade556fa_m03q5c7_5c924f3b.png,Saucer,0.037313,0.359701,0.626638,0.709607
a2744efa4d6f1b2b_m01xq0k1_ee1bd8a1.png,Cattle,0.000000,0.745313,0.310417,0.858333
2ae4caa772dfd6db_m0dbvp_3f75706c.png,Goose,0.123894,0.746313,0.053097,0.756637
cf5ffe8f4800650f_m01d40f_59d0b5cc.png,Dress,0.263274,0.696903,0.325479,0.867452
f11c9d25011bd8d1_m01dwsz_cd7e8f57.png,Waffle,0.095870,0.706490,0.152655,0.860619
fc46032e5a3942c4_m0ch_cf_259ab51c.png,Fish,0.045723,0.768437,0.143805,0.449115
ffec3aa222dfc2d1_m01xqw_8dffe8b8.png,Cello,0.214583,1.000000,0.000000,1.000000
ef5d00e095f1b80a_m0l515_85529642.png,Sandwich,0.434655,0.635830,0.104213,0.445676
6554f57d27cf8c57_m01nkt_38acab15.png,Cheese,0.593863,0.990975,0.265343,0.606498
3b3006dc6f72f9dc_m09f_2_11eeb2b2.png,Crocodile,0.058997,1.000000,0.497788,0.964602
f72dcb3c38252237_m018xm_7d8d72f3.png,Ball,0.545723,0.839233,0.190265,0.637168
eb74029605b60d0d_m0342h_99bf8328.png,Guitar,0.064062,0.873438,0.137500,0.897917
7e03c4ec8575210e_m01yrx_7209e528.png,Cat,0.010324,1.000000,0.000000,1.000000
ac45dcdad9c6515f_m0dbvp_25680008.png,Goose,0.171091,0.952802,0.066372,0.701327
1f42819016987869_m01d40f_185bff0b.png,Dress,0.069016,0.305433,0.250554,0.904656
cc825a244450f71b_m03g8mr_366c6913.png,Baseball bat,0.329749,0.876344,0.043636,0.789091
3a756bb0f32528d0_m01z1kdw_e5c24316.png,Juice,0.075000,0.987500,0.268750,0.929688
c477e9887729e33c_m07mhn_a75458ca.png,Trousers,0.740821,0.989201,0.663142,0.989426
b09b9da28e537bfb_m01z1kdw_c9c18701.png,Juice,0.519856,0.794224,0.119134,0.660650
8a8295b5dfed3538_m03s_tn_354fc938.png,Kettle,0.058333,0.920833,0.253125,0.923437
2d9463976bedb307_m024g6_07935191.png,Cocktail,0.269911,0.632743,0.152655,0.860619
e44173375bc3fd82_m018xm_9e833db1.png,Ball,0.099698,0.294562,0.101512,0.384449
81c40238643d54a5_m02hj4_b3af767b.png,Dolphin,0.114458,0.932229,0.322511,0.720779
306bf91a28ef2e02_m0k4j_f52b0b72.png,Car,0.018156,0.941341,0.000000,0.925234
d7495e8d036dd20b_m01bfm9_b61dedc0.png,Shorts,0.188470,0.467849,0.491176,0.585294
49a2c062d1c6db75_m01dy8n_4635ba17.png,Woodpecker,0.566372,0.838496,0.270987,0.602356
5d2047cf71fa9666_m07jdr_1e090adc.png,Train,0.291209,0.694139,0.478648,0.939502
efd58bf77f4cacf5_m03qrc_21dfc108.png,Hamster,0.335989,0.745020,0.176904,0.759214
cbad034064266e55_m02fq_6_b03759f3.png,Fedora,0.195122,0.576497,0.123711,0.328424
f2e3712010e09c86_m0k4j_20a4bdc6.png,Car,0.179941,0.918879,0.061947,0.880531
c805593170fd19ff_m039xj__948bcf57.png,Human ear,0.912500,1.000000,0.425887,0.868476
09d595955141e8d7_m0c9ph5_415af0e1.png,Flower,0.575000,0.968750,0.351562,0.532812
86c225d3a9e4a5b7_m0342h_c6c2cbae.png,Guitar,0.000000,0.998487,0.015086,1.000000
f6d97e54ad42d974_m01yrx_f27489df.png,Cat,0.246677,1.000000,0.017660,1.000000
9b6ebc4c87169b9d_m01j51_dcefaef7.png,Balloon,0.589820,0.711078,0.910675,1.000000
28cb18ee740dffc8_m0cnyhnx_e25bcbc7.png,Bull,0.154687,0.721875,0.377083,0.997917
ab5670f18cd3fff8_m0fly7_35f44beb.png,Jeans,0.482301,0.899705,0.000000,0.586283
480d07a18f2e3f0f_m01bqk0_30e4aee3.png,Bicycle wheel,0.404687,0.718750,0.887500,1.000000
f9b982c12e1ee0a3_m01xq0k1_6ed3e67d.png,Cattle,0.490427,0.692194,0.374723,0.705100
daaa999b5eca6f4d_m0h2r6_5091a54e.png,Van,0.084375,1.000000,0.022917,0.922917
d19ef92a602ff0b3_m06mf6_7a9c12d4.png,Rabbit,0.306250,1.000000,0.020833,0.756250
30f705ec9904519f_m01xyhv_94ff447e.png,Suit,0.258333,0.570833,0.246875,0.910937
191ab647fef2780f_m01nq26_cffb6481.png,Sock,0.518595,0.975207,0.506173,0.950617
51928591fc5c7632_m01g317_5afd3fed.png,Person,0.448438,0.506250,0.000000,0.162500
d7121e20845c10d0_m02zvsm_88dd3b76.png,Tart,0.000000,0.886431,0.254425,0.995575
56aa583584b8f399_m0ch_cf_d2005a66.png,Fish,0.000000,0.956250,0.395833,0.843750
e9ab8edff936d707_m01xqw_509b85ad.png,Cello,0.126214,0.900971,0.092437,0.921008
69b5783e2a39e03a_m0cdn1_c69029f6.png,Hamburger,0.001468,0.220264,0.421286,0.798226
65517141a6cdffdd_m04yqq2_94315dcb.png,Bust,0.234375,0.760938,0.050000,0.885417
5cad25e9249d6bda_m03fwl_fa3713b9.png,Goat,0.346320,0.683983,0.230769,0.807692
cd71026baff77330_m0fszt_02685b36.png,Cake,0.154687,0.890625,0.043750,0.787500
4a25f1fba1f6ac60_m07fbm7_b51720a4.png,Strawberry,0.327434,0.463127,0.904867,1.000000
d4099a07ebb97df2_m03bt1vf_aab72f9f.png,Woman,0.137168,0.809735,0.017699,1.000000
18793068c9b6f934_m0cmf2_c6f4e701.png,Airplane,0.000000,1.000000,0.024336,0.995575
b755ad2e3f72d802_m07mhn_ca4cef86.png,Trousers,0.632219,0.785714,0.560086,0.879828
f6fe56404a09b5e1_m07j87_a8669642.png,Tomato,0.560938,0.685938,0.631250,0.825000
1c7bfe746ef34c78_m0fm3zh_3f5f4494.png,Flowerpot,0.252732,0.770492,0.837709,0.997613
e527da12944270a9_m04cp__341d6c5c.png,Koala,0.220779,0.854978,0.131024,0.914157
d51688e3b39ff5c8_m0138tl_c8e9a884.png,Toy,0.177253,0.974889,0.114790,0.951435
18695ae26d89f270_m068zj_54ee3bfc.png,Pig,0.059540,0.451962,0.334940,0.766265
d2762f820673251a_m0h2r6_adf4ab2a.png,Van,0.029455,0.858616,0.243363,0.858407
b8651de451f8abb7_m01bjv_57b096c6.png,Bus,0.008850,0.943953,0.006637,0.898230
c7b87ce84e6e551c_m01lrl_fd4f6454.png,Carnivore,0.725714,0.984286,0.498350,0.871287
a81ed90cf5b2c119_m02vqfm_11de207f.png,Coffee,0.353125,0.637500,0.110417,0.539583
0e2257b3ef2a67e2_m01nkt_aacbe488.png,Cheese,0.212500,0.385938,0.139583,0.291667
72fb8a262020b9d3_m047v4b_c6f84908.png,Artichoke,0.409292,0.741150,0.466077,0.648968
70f4beecc862ae96_m07r04_b4f94c7a.png,Truck,0.000000,0.820312,0.091667,0.770833
ad2318b4c960e755_m06k2mb_bb9955b6.png,High heels,0.704741,0.976293,0.768533,0.972769
017960d44010694e_m01gkx__1995085a.png,Swimwear,0.642433,0.758160,0.402198,0.718681
c2be83272ad4ccc9_m06_fw_65fbc1ca.png,Skateboard,0.559471,0.691630,0.106430,0.886918
43040e6a6a1d4376_m01h44_b74fc9d6.png,Bat (Animal),0.000000,1.000000,0.000000,1.000000
2ed17b738c178c83_m02p3w7d_b83d5d8b.png,Roller skates,0.295154,0.597651,0.445676,0.709534
dc7720e02f1918bf_m080hkjn_1bd6bc11.png,Handbag,0.104693,0.458484,0.070397,0.487365
67aea1d614601a34_m01xyhv_6d4527f6.png,Suit,0.631268,1.000000,0.126106,0.519912
cc68caa2f7a1d426_m0ch_cf_f2859bda.png,Fish,0.358407,0.778761,0.373156,0.668142
548dee30b879a8c8_m0hnyx_1ef703dc.png,Pastry,0.041516,0.140794,0.344765,0.570397
b250eb525bd3af0a_m01lrl_95606b75.png,Carnivore,0.222917,0.747917,0.148438,0.956250
8466e4e29b79f7a0_m01rkbr_89bd9e76.png,Tie,0.491150,0.584071,0.255162,0.455752
fa153424f8a6a863_m0ch_cf_72af66f4.png,Fish,0.073638,1.000000,0.181416,0.404867
2c60d639e1d0f77d_m01bjv_f36dff46.png,Bus,0.206250,0.750000,0.068750,0.866667
e366eaef43321ae1_m01d40f_ebea8b16.png,Dress,0.482301,0.767699,0.320059,0.840708
f19f2ca6c9d5dca4_m01g317_bfee9e45.png,Person,0.942478,1.000000,0.429204,0.601770
f57c7823fec14487_m015p6_ecb32d20.png,Bird,0.028125,1.000000,0.050000,1.000000
cf9971cf0628be2e_m01tcjp_7390872c.png,Muffin,0.728125,0.998438,0.414583,0.995833
731121a927c15cbe_m0cmf2_53eb45b1.png,Airplane,0.054492,1.000000,0.196903,0.758850
1bf602cf74ed5a4f_m05r655_f05c134a.png,Girl,0.131268,0.387906,0.183628,0.646018
7378b42dfb0ff01a_m05r5c_de256cda.png,Piano,0.001748,0.681818,0.540037,0.880819
3e3694b42286c37f_m099ssp_1fc6b450.png,Platter,0.486607,0.718750,0.244048,0.541667
b18c8da3b8f7aade_m0138tl_19bbee95.png,Toy,0.031250,0.415625,0.000000,0.827083
c79909bb2d1d9698_m0449p_408d0f54.png,Jaguar (Animal),0.097917,0.997917,0.034429,0.949922
3c799635a7d2d1e9_m0fszt_dd6f2cc9.png,Cake,0.143068,0.815634,0.095133,0.816372
f14c8107c0fed651_m054fyh_621e8a6f.png,Pitcher (Container),0.163399,0.705882,0.044910,0.693114
149dc282cdc2552d_m01rkbr_7bc7f885.png,Tie,0.311475,0.524590,0.635000,1.000000
c1933c47250cc2a4_m0cdn1_ae4c7e22.png,Hamburger,0.051562,0.901563,0.047917,0.889583
f412cd4682264c80_m01yrx_c5d7749f.png,Cat,0.000000,0.834471,0.045802,1.000000
ac8ad4a23264e78c_m09j2d_76c61cd9.png,Clothing,0.245575,0.670354,0.492625,0.643068
fdff0896af019bde_m0dj6p_2801cbb4.png,Peach,0.535937,0.745313,0.485417,0.741667
4433334d9c1b84b7_m02p0tk3_17f751a5.png,Human body,0.000000,0.699115,0.000000,0.581858
72240604f783e8c5_m0898b_96c11183.png,Zebra,0.721239,0.935103,0.491150,0.838496
dd0cf74da4d0f658_m07mhn_aaa5ac1c.png,Trousers,0.101770,0.461652,0.000000,1.000000
a9e4d4c5e1bdf5e1_m0cmf2_14ddc37b.png,Airplane,0.000000,1.000000,0.177083,0.543750
ebb9a47f006b7d49_m02p5f1q_9d18e4aa.png,Coffee cup,0.454688,0.639063,0.256250,0.464583
59dd196222ff4ced_m084zz_9028c195.png,Whale,0.337758,0.797935,0.079646,0.610619
411902750e912f8b_m07bgp_28b28e23.png,Sheep,0.292035,0.914454,0.159292,0.814159
41493670a82249ed_m02zvsm_79439351.png,Tart,0.000000,1.000000,0.000000,0.953540
1f35c0f795b1b413_m0283dt1_3bc70393.png,Human mouth,0.234657,0.445848,0.590253,0.662455
a9d0325f9d518874_m0138tl_ba62a410.png,Toy,0.000000,0.545313,0.000000,0.991667
9913109725073094_m03m3pdh_41b0f07a.png,Sofa bed,0.342187,0.896875,0.500000,1.000000
e1f206848ca2eb75_m01z1kdw_832a5c77.png,Juice,0.156006,0.789392,0.081420,1.000000
10ce02c900c0d056_m0hqkz_f11bb2c0.png,Grapefruit,0.135417,0.887500,0.171875,0.751562
541b67f99829a063_m01lrl_825a2fe9.png,Carnivore,0.000000,0.843658,0.241150,1.000000
bf87b7a7de6bc90b_m0898b_8e527a0c.png,Zebra,0.511046,1.000000,0.000000,1.000000
d52e4a03d42a27e0_m0hnyx_5637d198.png,Pastry,0.636667,0.921667,0.413333,0.997778
a9d322ac3e4f7d9b_m01gkx__4beaecba.png,Swimwear,0.195175,0.787281,0.214286,0.834821
979c60b8e29c58e5_m03k3r_8a87371a.png,Horse,0.396755,0.970501,0.210177,0.862832
73d996c4d0b08c4c_m0ch_cf_a7ece0b4.png,Fish,0.149819,0.534296,0.148014,0.864621
0b0803480232cf3e_m04dr76w_159a6381.png,Bottle,0.618750,0.726562,0.137500,0.410417
9eff3fee55e94be4_m0ph39_83711ede.png,Canoe,0.339063,0.743750,0.450000,0.735417
e5e9e4a05c907fc3_m06_72j_acfdf11e.png,Digital clock,0.086765,0.892647,0.066519,0.718404
06a1131d642da3e4_m050k8_e811de70.png,Mobile phone,0.309456,0.823782,0.065909,1.000000
01344ad96ffad0da_m0h8my_4_3586d4d0.png,Tennis racket,0.554572,0.685841,0.188053,0.446903
2f2c5ec6f7f0290b_m01xyhv_528cdc47.png,Suit,0.412500,0.866667,0.343750,1.000000
fe5855b22c5d3f1d_m05r5c_e40a12a6.png,Piano,0.000000,0.516000,0.365385,1.000000
d8ca42cebf5547df_m0h2r6_f795e715.png,Van,0.000000,0.998438,0.120833,0.677083
8582cc08068e2d0f_m0c29q_de0669f3.png,Leopard,0.387040,0.959720,0.072626,0.959032
58b838470002c491_m06y5r_deaa7f9c.png,Sword,0.157754,0.895722,0.028049,1.000000
492df4450b7893d9_m01lrl_7a6a84de.png,Carnivore,0.275405,0.929308,0.000000,1.000000
5f568f8639d4ed3c_m07r04_e8ed5123.png,Truck,0.080764,0.941263,0.128603,0.980044
96be6cd1f1c91170_m02l8p9_97d86b3c.png,Harbor seal,0.000000,0.791610,0.000000,0.934940
761b6479ce97b245_m0by6g_afe83dec.png,Shark,0.113569,0.755162,0.247788,0.670354
668b3a6bc6f904aa_m05r5c_cbe219ea.png,Piano,0.000000,0.753125,0.000000,1.000000
3c5677c0913e645b_m024d2_973db309.png,Calculator,0.068000,0.922000,0.029333,0.986667
886b9034536f8a54_m0138tl_f386c868.png,Toy,0.474926,0.743363,0.247788,0.904867
89db149a2c4d564c_m0f6wt_09317135.png,Falcon,0.202065,0.861357,0.121681,0.661504
52db01e021d6c70a_m01dxs_33f2ae84.png,Brown bear,0.193448,0.998440,0.367432,0.995825
93817e876146e69b_m01g317_ceac07bc.png,Person,0.356815,0.485452,0.000000,0.275053
2291c493fc0e8026_m09j2d_19ecf611.png,Clothing,0.121951,0.330377,0.629956,0.869310
ca3d723dd55bbff7_m0cdn1_61387297.png,Hamburger,0.052347,0.931408,0.034296,0.980144
c8ecdea9a6924f72_m0138tl_ae819b74.png,Toy,0.000000,0.058455,0.625000,0.814062
ea32242f60eefff4_m01m2v_53d1d997.png,Computer keyboard,0.000000,1.000000,0.000000,1.000000
791a9257c9640727_m0138tl_73530e45.png,Toy,0.662500,0.751562,0.083507,0.361169
c35afaf06c14427b_m0h8lkj8_f25846cb.png,Corded phone,0.266962,0.923304,0.033186,1.000000
70ec1bee0524aaf9_m0271t_f0178279.png,Drink,0.338485,0.403400,0.369198,0.514768
cab0106def50dd37_m018xm_7da60e9c.png,Ball,0.443841,0.646739,0.543165,0.760791
4a407ca8872a2bac_m01n4qj_b47a0e7a.png,Shirt,0.434343,0.577778,0.268174,0.768982
93e44b278af70d94_m04g2r_16330c71.png,Lynx,0.017391,0.743478,0.277027,0.891892
202b8d8e70d577b8_m05r655_21b6a8e5.png,Girl,0.802974,0.940520,0.226891,0.960784
6409f047ec4e520f_m083wq_e74475b7.png,Wheel,0.380531,0.617994,0.652655,0.997788
5118b5f18517537b_m01yrx_5711fa93.png,Cat,0.529688,0.984375,0.000000,0.981250
08b40919ad89441a_m0hf58v5_9cfce799.png,Luggage and bags,0.116910,0.910230,0.029687,0.937500
6608f1a3be163634_m01xyhv_7a47c09d.png,Suit,0.606667,1.000000,0.000000,0.660000
5851cd2229b1c070_m01bqk0_9dc116fb.png,Bicycle wheel,0.589583,0.960417,0.578125,0.884375
ba5898ce6bc120f8_m058qzx_33b2ac13.png,Kitchen knife,0.041516,0.602888,0.137184,0.864621
9ffe53c108c2bc58_m0cyhj__ed18ac64.png,Orange,0.462788,0.730717,0.315663,0.802410
be5ba48c501a7ea5_m07clx_7700e40c.png,Tea,0.248077,0.892308,0.151515,0.411616
41888d280a8072d3_m029bxz_d94eae0a.png,Oven,0.447917,0.752083,0.689062,0.942187
11f3bf6ff9f6120d_m0dbzx_ff7591cd.png,Mule,0.242765,0.799035,0.180527,0.880325
c9e5f4797cffd392_m058qzx_dc39b71c.png,Kitchen knife,0.874465,0.991441,0.057078,0.376712
688edd921a5fa5f1_m0h23m_ba05a34b.png,Sparrow,0.317684,0.538341,0.179167,0.845833
82d1f8ab14ead81b_m0km7z_352136b9.png,Skunk,0.566303,0.870515,0.225470,0.736952
4d72b4e1816c0ca4_m01g317_858b7924.png,Person,0.051562,0.151562,0.029167,0.402083
a203ae044f21e4ba_m02p3w7d_26ebe59d.png,Roller skates,0.554572,0.597345,0.676991,0.809735
a74a85c4c3ab312b_m084zz_319fbd28.png,Whale,0.275811,0.998525,0.028761,0.772124
9d227a882e60e96a_m01b638_88284f6b.png,Boot,0.002304,0.981567,0.110482,0.454674
639f5d951e70bba1_m0_cp5_8bbb0c1d.png,Oyster,0.000000,1.000000,0.000000,0.943750
b401efd24db96483_m05r5c_bdb5c9f3.png,Piano,0.000000,0.671091,0.219027,1.000000
770560a1b2d08b6e_m0k5j_d3f42be8.png,Aircraft,0.000000,1.000000,0.000000,1.000000
269d4aa545334920_m07r04_e635c8ad.png,Truck,0.094675,0.980769,0.198238,0.960352
24267c797cc1ff5a_m01bqk0_8b8d46e2.png,Bicycle wheel,0.900000,0.998438,0.427083,0.604167
0c41a8fe6bf2f06c_m0242l_5a5a9569.png,Coin,0.207965,0.384956,0.134956,0.398230
b0ae8a766b4ef7ed_m015x4r_6a7c974c.png,Cucumber,0.036101,0.940433,0.055957,0.958484
1168519d66c897a6_m050k8_1f4aa326.png,Mobile phone,0.017188,0.954687,0.000000,1.000000
2256ddf949a325c0_m09f_2_7bdd1338.png,Crocodile,0.517751,1.000000,0.165198,0.607930
5e54e8bfa34ed76f_m01bjv_6c2b2f39.png,Bus,0.000000,1.000000,0.185804,0.720251
4322673c99c6ee35_m01d40f_edf13d97.png,Dress,0.362816,0.602888,0.254513,0.859206
701d9f182fd8b979_m03hj559_cbd04d7e.png,Mixing bowl,0.287500,0.741667,0.321875,0.659375
49f093a5b0eba52e_m0gv1x_79081c6b.png,Parrot,0.588496,1.000000,0.084071,1.000000
88a1e84f8471f530_m024g6_1fa76b3c.png,Cocktail,0.321875,0.690625,0.243750,0.968750
75baea5e3c72f8a2_m04_sv_b4b71899.png,Motorcycle,0.048673,0.955752,0.119469,0.876106
8f2a4a707ead302b_m0138tl_63eb942d.png,Toy,0.311231,0.485792,0.339759,0.804819
ccc49dd426501cf8_m07j87_b3cf0055.png,Tomato,0.222714,0.395280,0.000000,0.188053
eb28a07e25819388_m01d40f_d95bb83f.png,Dress,0.427099,0.689249,0.257206,0.711752
de43326ce30e279b_m03bt1vf_3b429563.png,Woman,0.301552,0.789357,0.089706,0.948529
0c88431f0fc1ba48_m04yx4_eda531bd.png,Man,0.000000,0.967552,0.210177,0.962389
8befdbed09103d31_m0k4j_e9e23e8e.png,Car,0.000000,0.385938,0.125000,0.529167
5be15718157dca90_m0hnyx_c7065bd2.png,Pastry,0.251841,0.527246,0.620843,0.957871
65e297831c751675_m0dbvp_65e8002e.png,Goose,0.361240,0.906977,0.109474,0.507368
bd36eed134899053_m0h2r6_e1fa7b41.png,Van,0.034375,0.262500,0.166667,0.341667
c08c270833414c6c_m01s55n_bdced13b.png,Suitcase,0.151625,0.891697,0.458484,0.861011
b2af1fb4462fed61_m09csl_737b3477.png,Eagle,0.051562,0.878125,0.145833,0.766667
42ec12757421b33b_m02p0tk3_8c01563b.png,Human body,0.000000,1.000000,0.000000,1.000000
76d4037a15208958_m01lrl_dc50753e.png,Carnivore,0.371875,0.659375,0.097917,0.908333
279663ed45ba1ecb_m0gv1x_24e4ec1c.png,Parrot,0.184375,0.818750,0.239583,0.750000
05d9d537060881b6_m0dbzx_6a98379b.png,Mule,0.061290,0.522581,0.288889,0.911111
af7de89f7cf68c20_m0hnyx_b3b41afd.png,Pastry,0.453125,0.698438,0.783333,0.997917
ea0311243d7476a5_m0fszt_ca51eca0.png,Cake,0.414454,0.510324,0.247788,0.325221
1814434f35f535d2_m03120_a3d41f6a.png,Flag,0.305310,0.951327,0.150442,1.000000
a011390f962ace76_m024d2_98d6f0d1.png,Calculator,0.116667,0.845833,0.135937,0.951563
b87538b2598f9cbe_m03m3pdh_d0d874b5.png,Sofa bed,0.000000,0.916667,0.104334,0.364366
79d7e96ac78fa020_m01bl7v_46d22797.png,Boy,0.340541,0.556757,0.297101,1.000000
7406be1840ba2afa_m0cyhj__d599812f.png,Orange,0.000000,0.373068,0.268833,0.528804
76ad2323dfe0d9f0_m0271t_345ef5eb.png,Drink,0.129964,0.691336,0.611913,0.911552
59355b501a0c7692_m01n4qj_73df850f.png,Shirt,0.545455,0.983471,0.195266,0.871795
ea420fa738212670_m083wq_667524b0.png,Wheel,0.307806,0.369661,0.570796,0.712389
662bb8cd11925ffc_m0174n1_f66ebc4b.png,Glove,0.004706,0.225882,0.310345,1.000000
3d57898a9be46b98_m04h7h_66dd11e0.png,Lighthouse,0.326562,0.689062,0.000000,0.920833
e85451da2c526604_m0fm3zh_277cfc63.png,Flowerpot,0.507812,0.757812,0.747917,0.997917
6ba4311a30c9b0e9_m0bt_c3_8e8d114c.png,Book,0.436202,1.000000,0.525275,0.780220
eed7eb5eb68a56c0_m02zvsm_62291f2d.png,Tart,0.210938,0.801562,0.133333,0.906250
3bf985c5f7e90b7d_m09ddx_52da5e5e.png,Duck,0.336283,0.861357,0.307522,0.827434
578f65a63a9d59f7_m07bgp_35395206.png,Sheep,0.000000,0.921960,0.000000,0.940647
4d3350d101acaef4_m0c9ph5_24d4c471.png,Flower,0.391667,0.552083,0.818750,0.984375
2195913d1770b6dc_m05r655_ea124ef3.png,Girl,0.103245,0.266962,0.316372,1.000000
1256dd42855867d3_m05n4y_e2ae2f72.png,Ostrich,0.017699,0.606195,0.028761,1.000000
80b7d5af4b753192_m0242l_1ffb70bc.png,Coin,0.233129,0.323620,0.027660,0.123404
bfe686055e0462b1_m0120dh_0f19fb8e.png,Sea turtle,0.045313,0.485938,0.331250,0.889583
f14660453a1c9ba6_m01lrl_8b5f4b9d.png,Carnivore,0.292035,0.693215,0.568584,0.672566
336f2c251fb613e9_m054fyh_ebb6e802.png,Pitcher (Container),0.318436,0.675978,0.063084,0.936916
0dec518ada218425_m0bt9lr_8d0fda23.png,Dog,0.000000,0.761062,0.000000,0.997788
4a927aae62da877f_m0gxl3_9ed5ff07.png,Handgun,0.000000,1.000000,0.000000,1.000000
086ad91410243048_m09k_b_3bb4e826.png,Lemon,0.225000,0.412500,0.691667,0.941667
d68612ad3f192997_m0dv5r_435a9d70.png,Camera,0.030973,0.537611,0.331858,0.793510
629c3c1d482e0595_m02s195_bdfb7165.png,Vase,0.913846,0.993846,0.403409,0.715909
3a77fdeae842b7de_m0c29q_0f18d56d.png,Leopard,0.076563,0.956250,0.416667,0.929167
